sample_name,species,split,T(degrees),t(day),delta_L(mm),delta_R(mm),delta_T(mm),volume(mm^3)_change_rate(%),weight(g)_change_rate(%),density(g/cm^3)_change_rate(%),EMC(%),delta_EMC(%),L*,a*,b*,delta_E*ab
V565,Tilia spp.,train,140,1.0,-0.0016642811637506,-0.2340774521229022,-0.4023740066391626,-0.6371482585722258,-1.1722856284727334,-0.5385688519619863,8.068759200341889,-9.27391082409463,67.77,9.03,21.97,10.864004786449613
V566,Tilia spp.,not assigned,140,1.0,0.0133330573976815,-0.3717958402237165,-0.5828816852438757,-0.9392887713569446,-0.8601926722987276,0.0798460843630149,8.450177091320702,-4.985202643441116,68.62,8.94,21.45,9.423916383330235
V567,Tilia spp.,test,140,1.0,0.0033191715347849,-0.3642434117437223,-0.4524886877828104,-0.8117929141920811,-0.8349553716559663,-0.0233520275690294,8.451393903177891,-4.971520666036096,69.38,8.96,22.38,9.871524704927813
V568,Tilia spp.,val,140,1.0,1.7959071334673962e-05,-0.3884591690054075,-0.2204342554832974,-0.6080371274116423,-0.79580576478398,-0.1889173248475043,8.527303525849602,-4.117983830343794,69.06,8.99,21.58,9.37787289314586
V569,Tilia spp.,not assigned,140,1.0,0.011482562908041,-0.2547137709097461,0.0100603621730505,-0.233233911925914,-0.8562850590070857,-0.6245077108454639,8.43629430882951,-5.141302302760762,68.04,9.25,22.67,9.891213272394847
V555,Tilia spp.,train,140,2.0,0.0116526275501071,-0.3612355031860738,-0.2998500749625124,-0.6484326428909444,-1.0364637493394204,-0.3905636486375168,8.114567722598311,-8.758834345535634,67.58,9.43,22.25,13.164607855914287
V556,Tilia spp.,not assigned,140,2.0,0.0066479416806473,-0.3144167213082511,-0.4597220771079353,-0.7661075114305779,-1.2457082694717716,-0.4833033815502538,7.992150313940276,-10.135310264425556,68.34,8.73,21.91,12.633170623402501
V557,Tilia spp.,test,140,2.0,0.0266322713308593,-0.3669464080427518,-0.5189255189255025,-0.8575778851484734,-1.0098420238223793,-0.1535812172286026,8.235673681197083,-7.3971045272631875,66.84,9.08,21.78,12.142380326772829
V558,Tilia spp.,val,140,2.0,0.0299497633683964,-0.4067681807708504,-0.2643082240520464,-0.64024532275437,-1.035766718440819,-0.3980700203731882,8.343187378795228,-6.188207710078786,66.63,9.51,22.35,12.321797758444177
V559,Tilia spp.,not assigned,140,2.0,0.0232575818897794,-0.3615485475512963,-0.3369409842761001,-0.67416675957274,-1.0928541715650035,-0.4215292218881257,8.279427832153143,-6.90512764421439,66.64,9.38,22.0,12.32219947898913
V570,Tilia spp.,train,140,4.0,0.0416153410793354,-0.6125650980858911,-0.741037452433423,-1.3080019383339632,-1.618552915499421,-0.3146668253402108,8.012446845093821,-9.90709365147718,63.11,10.17,23.03,16.45312736229803
V571,Tilia spp.,not assigned,140,4.0,0.014977257035275,-0.656164725996208,-0.696448114615464,-1.3332817794707237,-2.105949998467274,-0.7831092722366292,7.893747986973485,-11.241757745362582,58.72,10.74,23.56,19.341773445059278
V572,Tilia spp.,test,140,4.0,0.0049865886029776,-0.6636402405972706,-0.4588528678304177,-1.1145135023268,-2.121851829421274,-1.0186917845807384,7.8537618060558465,-11.691367124656464,58.81,10.71,23.5,19.346689639315564
V573,Tilia spp.,val,140,4.0,0.0332950451492097,-0.5532040130310221,-0.7290400972053379,-1.24534288261507,-1.5301725976674174,-0.2884215523261615,8.011055707422312,-9.922735769094968,64.2,10.1,24.15,14.499006862540618
V574,Tilia spp.,not assigned,140,4.0,0.0066662222518498,-0.5100149879795726,-1.0665056846765255,-1.5645243846981811,-1.6386596132601707,-0.0753135270577737,7.991489866823725,-10.142736410441865,64.2,9.87,23.0,15.505876305452713
V550,Tilia spp.,train,140,8.0,0.0449266372832747,-0.9763219360673068,-1.3118600682593786,-2.231455205183277,-2.758323551264645,-0.5388935134373372,7.64389668283729,-14.051115558248622,59.08,11.58,25.94,20.871748848623106
V551,Tilia spp.,test,140,8.0,0.0283168430478903,-0.9214087582833904,-1.2382578992314417,-2.120542355760326,-2.879157985487461,-0.7750509126076652,7.7168827326022065,-13.230451724422936,58.89,11.17,24.51,20.112337009905136
V552,Tilia spp.,val,140,8.0,0.0748327293198672,-0.9684476857856116,-1.1106454316848453,-1.9950508847309445,-2.742104752953469,-0.7622613704373908,7.701608185233812,-13.40220055373586,57.57,11.3,25.07,21.13830646007385
V553,Tilia spp.,not assigned,140,8.0,0.0415607744942906,-0.9515763088708672,-1.2876884422110484,-2.186363473678206,-2.66094564050287,-0.4851901878701151,7.73106935299723,-13.070935675535384,59.53,11.08,25.1,19.89486365874368
V554,Tilia spp.,not assigned,140,8.0,0.0514919283667579,-0.869596975337454,-1.2626005498421986,-2.0708166793182614,-2.3338369507806043,-0.26858211469104,7.747774940993477,-12.88309605501242,59.86,11.43,25.97,18.703994225833156
V545,Tilia spp.,train,140,16.0,0.059981368112856,-1.6457261750204708,-1.8884892086330944,-3.445290946199416,-4.398223961593792,-0.9869358260542136,7.295686941136674,-17.966427354405642,53.6,12.42,24.44,26.873057139075193
V546,Tilia spp.,not assigned,140,16.0,0.0249559112235051,-1.6751962399174296,-1.9138276553106104,-3.5328986780599925,-4.472262277692145,-0.9737657571955174,7.272522219667827,-18.226894240767617,53.31,12.47,24.83,26.405190777572507
V547,Tilia spp.,test,140,16.0,0.0763476061146307,-1.6580791469623783,-1.8178104575163303,-3.3720516192274537,-4.189454899952085,-0.8459284238381782,7.353993670831506,-17.31081954327843,54.06,12.79,25.55,25.768961950377435
V548,Tilia spp.,val,140,16.0,0.0349986128053244,-1.6567131696379924,-2.3780237802377955,-3.961738398147757,-4.453020765242624,-0.5115485837629863,7.276671914829806,-18.18023457427236,53.61,12.24,24.5,25.19591038244103
V549,Tilia spp.,not assigned,140,16.0,0.0199521155197637,-1.6290450201223456,-1.97533340018048,-3.552963907020996,-4.656431123801058,-1.144117291190046,7.178273305179728,-19.28664025725765,53.43,12.45,24.79,26.14328594496109
V540,Tilia spp.,train,140,32.0,0.0449316228087283,-2.8552690269346965,-4.0892947742262855,-6.785940587613705,-8.152549091216791,-1.4660969731584557,7.151862519759869,-19.583606273185637,46.74,12.63,21.43,33.16083684106901
V541,Tilia spp.,not assigned,140,32.0,0.0416149063535828,-2.827696633630691,-3.944058758426396,-6.621376494591296,-8.353899034634853,-1.85537382647668,7.148887444081076,-19.617058378352908,46.53,12.16,21.07,32.5827653829444
V542,Tilia spp.,test,140,32.0,0.0632641659142748,-2.93140935740419,-4.177965250577486,-6.928035367395245,-8.430449674069166,-1.6142501263453577,7.136134826905541,-19.76045032429731,46.42,12.07,21.23,32.793703663965736
V543,Tilia spp.,val,140,32.0,0.1065362086741522,-2.971599899086676,-4.092920353982302,-6.843739575978135,-8.34804375211485,-1.6148181231079362,7.177488946417936,-19.295459680566907,45.15,12.54,20.9,32.847132294920364
V544,Tilia spp.,not assigned,140,32.0,0.0415828911718937,-3.768476704987695,-3.264776357827476,-6.871416170371626,-9.52834560527264,-2.852968793943717,7.044003680411295,-20.79638390530703,42.1,12.27,19.31,36.41286997752306
V575,Tilia spp.,train,140,64.0,0.1129009323948588,-4.740826592532367,-6.217145167812358,-10.5623762482521,-13.425533636220418,-3.2012896450777504,6.696799641945487,-24.70038745454526,43.5,11.15,18.41,36.222526140510965
V576,Tilia spp.,val,140,64.0,0.0665699185357202,-4.679838858996284,-6.49924660974385,-10.81562094396449,-14.16962765646829,-3.760755805000836,6.746112742250333,-24.145905083128323,42.74,11.36,18.22,36.70625695981545
V577,Tilia spp.,test,140,64.0,0.1213170646621449,-4.713305044726608,-5.879975752677316,-10.207336899806622,-13.086103651315248,-3.206015560866508,6.707033292870753,-24.585319065046,42.38,11.48,18.21,37.080249459786536
V578,Tilia spp.,not assigned,140,64.0,0.1211828446617664,-4.87312825217421,-5.566336431416624,-10.059383693013846,-12.889406821389882,-3.14654629307472,6.766623330130201,-23.915281590861973,41.56,11.46,18.18,36.621258853294485
V579,Tilia spp.,not assigned,140,64.0,0.0949464207668577,-4.731198967769183,-5.955564698621688,-10.319892536299651,-13.172415299591506,-3.1807753625255795,6.7433482268647,-24.176989623288417,42.53,11.28,18.02,36.21261796667013
V580,Tilia spp.,train,120,4.0,0.0398943928279301,-0.1265186815151865,-0.4404835074779683,-0.5267673136304633,-0.7140527021639157,-0.1882771711299925,8.275226343457946,-6.9523696833640765,71.44,9.25,22.36,6.864597584709536
V581,Tilia spp.,test,120,4.0,0.039924374108539,-0.1532640501492115,-0.0564270398374989,-0.1697607964907652,-0.7801555594337977,-0.611432736025737,7.9917282688788,-10.140055789348656,73.44,8.53,23.24,6.771787061034922
V582,Tilia spp.,val,120,4.0,0.0316046354906169,-0.1675655822312752,-0.0715234494737884,-0.2074331779128194,-0.7156710215042246,-0.5092942889198381,8.429715875428238,-5.215270991202502,72.18,8.99,21.98,6.9760590593830205
V583,Tilia spp.,not assigned,120,4.0,0.0282334649952978,-0.0960885719763905,-0.3565243964551303,-0.4241750085596937,-0.670050428167556,-0.2469228044347073,8.395158625247854,-5.603836826877308,71.93,9.06,22.93,6.543615208735905
V584,Tilia spp.,not assigned,120,4.0,0.0216680082444536,-0.0887384419307213,-0.3022974607013237,-0.3691689525366963,-0.9874175592871596,-0.6205394457222911,7.928514401523056,-10.850840040615948,71.19,8.57,21.96,8.97490389920694
V585,Tilia spp.,train,120,8.0,0.0215803010755143,-0.3302967621643538,-0.3495784495167481,-0.6572172345439194,-0.9303448246657848,-0.2749345070861356,8.267507864861175,-7.03915717572639,69.75,9.6,23.61,8.099104888813331
V586,Tilia spp.,test,120,8.0,0.0331881978890436,-0.3675220095402495,-0.3639304488475494,-0.6971990061067915,-0.9550464288813808,-0.2596577540551599,8.277001125913985,-6.932413818109406,69.47,9.8,23.33,8.758738493641651
V587,Tilia spp.,val,120,8.0,0.0134124668879723,-0.3754484991434035,-0.4775169120573024,-0.8378829276569213,-1.2856457497986349,-0.4515462510900793,7.962814339218845,-10.465167457155502,66.21,8.95,22.82,12.205384057865611
V588,Tilia spp.,not assigned,120,8.0,0.0150325705695674,-0.3403859174037009,-0.720812182741132,-1.043851549661238,-0.9579653381603952,0.0867921931540709,8.147575246986893,-8.387693811185883,69.22,9.53,22.87,8.114000246487555
V589,Tilia spp.,not assigned,120,8.0,-0.0049862048332945,-0.3449897408776685,-0.3670098888775753,-0.7156436764409653,-1.0381021953938925,-0.3247828065703199,8.197676677415583,-7.82434736199192,69.71,9.54,23.3,8.350981978186764
V590,Tilia spp.,train,120,16.0,0.0283576887648793,-0.4210171382361988,-0.3991370010787382,-0.7903543965925176,-1.3077134378363366,-0.5214805859825214,8.075724460789457,-9.195592606285784,67.59,9.93,23.56,11.89692817495339
V591,Tilia spp.,not assigned,120,16.0,0.049933042535891,-0.4124452354874041,-0.3517847904811063,-0.7132232666444928,-1.3832691515694575,-0.674859137309312,7.968278433381702,-10.40372853179212,66.38,10.41,24.75,13.201530214335008
V592,Tilia spp.,test,120,16.0,0.0349677809721032,-0.3817664358709607,-0.8066184074457207,-1.1507324691163567,-1.4280948470540038,-0.2805912323538225,7.990228620768964,-10.156918011255057,66.24,10.39,24.52,12.751964554530412
V593,Tilia spp.,val,120,16.0,0.0199635668711726,-0.4197838370242878,-0.4065867046147685,-0.8049409599232273,-1.41262436853976,-0.6126145944134291,7.93226778929342,-10.808636501619349,67.11,10.35,25.07,12.880318319047861
V594,Tilia spp.,not assigned,120,16.0,0.0465109782131288,-0.397652837423757,-0.5902707103602669,-0.9394530870517882,-1.400291400204165,-0.4652087309364055,7.929106128444261,-10.844186592658453,67.11,10.39,25.13,12.856142500765921
V595,Tilia spp.,train,120,32.0,0.0532011092875783,-0.5765920716322912,-0.7552870090634369,-1.2750287654843282,-2.030297213293532,-0.765022707390914,7.676658189852846,-13.68274127253386,63.61,11.48,27.13,15.22889687403523
V596,Tilia spp.,not assigned,120,32.0,0.0665759074370529,-0.6176936944635716,-0.8948320933038449,-1.4414249309344394,-2.1006130141426977,-0.6688287475202738,7.601244113979844,-14.53070612101795,63.91,11.17,26.36,15.421848138274488
V597,Tilia spp.,test,120,32.0,0.0664842474238659,-0.6111424704972201,-1.2170589418628086,-1.7554952852529653,-2.0007266361699645,-0.2496133006411073,7.64347042120606,-14.0559084947841,64.6,11.35,27.16,15.600035256370425
V598,Tilia spp.,val,120,32.0,0.0366348080994234,-0.6290977953683089,-1.1661807580174894,-1.751961968002668,-2.061998277577715,-0.3155648863685914,7.627049142982122,-14.240551302375168,63.41,11.26,26.29,15.700401268757437
V599,Tilia spp.,not assigned,120,32.0,0.0531548461118305,-0.5427380394820465,-1.10719677906391,-1.5916548462410265,-1.9164823236268769,-0.3300812313003695,7.680731098954073,-13.63694499764842,64.72,11.21,26.98,15.533801852733928
V600,Tilia spp.,train,120,64.0,0.0731579784998811,-1.0045685323172209,-1.4776317130337444,-2.3959966945721662,-3.609172120314827,-1.2429566254022637,7.095673806315425,-20.215398857406523,58.91,12.49,27.62,21.935268405013886
V601,Tilia spp.,not assigned,120,64.0,0.0763057078838623,-0.9997724504015012,-1.5306639635073294,-2.440754153641672,-4.052848962733499,-1.6524264769642043,6.889079124373254,-22.53837405988363,59.78,12.55,27.88,21.052206535182957
V602,Tilia spp.,test,120,64.0,0.0683276350072989,-1.087963270761714,-1.2043189368770728,-2.2124155778550287,-3.626357637432708,-1.4459320863001923,7.093124456048727,-20.24406405535012,58.88,12.69,27.57,21.772388477151505
V603,Tilia spp.,val,120,64.0,0.0757933032405848,-1.1163170607671462,-1.4098792981032493,-2.436573607685395,-3.910853044146534,-1.5110984627916833,7.166977694836943,-19.4136494448924,57.93,12.63,27.07,21.625688428348358
V604,Tilia spp.,not assigned,120,64.0,0.0316127616732763,-0.92709680358401,-1.2843851132686153,-2.1686527520741428,-4.345834336908432,-2.22544373156474,6.8292345747280905,-23.2112733016368,60.28,12.06,27.65,22.329767128208026
V605,Tilia spp.,train,120,128.0,0.0866129783245544,-2.1114177444232727,-2.826569755703625,-4.79591410243985,-6.934912766368388,-2.246750907550454,6.518260260010978,-26.707905523260838,50.6,13.67,25.07,29.203126544943775
V606,Tilia spp.,not assigned,120,128.0,0.0914500424098133,-2.2320989571057703,-2.9150144679026737,-4.99525317301964,-6.619291247026,-1.7094283477898455,6.6138896471794055,-25.63263730758372,51.22,13.52,25.09,28.894366232883524
V607,Tilia spp.,test,120,128.0,0.0982575050166286,-2.23366107073419,-2.9767441860465143,-5.050709258931501,-6.757422170151719,-1.797499378773132,6.555160498773101,-26.29299484499909,50.91,13.45,24.87,28.37549999559479
V608,Tilia spp.,val,120,128.0,0.0881767787853771,-2.182554158553418,-2.812063969088767,-4.849447427219404,-6.565973649384134,-1.804010776344948,6.6677301776063205,-25.02724797280429,52.28,13.12,25.39,27.756143464105385
V609,Tilia spp.,not assigned,120,128.0,0.1163631181381909,-2.055453121076493,-2.7678113787801264,-4.6555643769389015,-6.473575143153805,-1.9067822409713635,6.567982199320771,-26.148826117392808,50.96,13.55,25.28,28.013525304752346
V610,Tilia spp.,train,120,256.0,0.0915740435030956,-3.3254036854159423,-4.633008921330097,-7.719913243963895,-12.094731809381358,-4.74080456489308,6.088885777521689,-31.53584332893123,50.02,12.65,23.23,32.10906881240875
V611,Tilia spp.,not assigned,120,256.0,0.1445225411278324,-3.9070427555186056,-5.486005089058522,-9.047453487630523,-11.669552930634891,-2.8829313125914102,6.289351118047246,-29.2817871711481,47.35,13.37,21.67,31.4732235400189
V612,Tilia spp.,test,120,256.0,0.1346334515500121,-4.097129722315728,-5.310019309161116,-9.06732027768825,-11.783324940651744,-2.986830115704899,6.298418005382034,-29.179838010383826,48.01,13.19,22.01,31.71545679948502
V613,Tilia spp.,val,120,256.0,0.1081092285688896,-4.121614303481559,-5.537762165512962,-9.333197610146032,-12.00509824747742,-2.9469448209308293,6.211435027375695,-30.157884971935797,47.17,13.28,21.35,33.259502401569385
V614,Tilia spp.,not assigned,120,256.0,0.1080805912827737,-4.009334681365218,-5.569749616760347,-9.257816302884864,-12.025540971975875,-3.0500970511458005,6.189267224213464,-30.40714239015759,46.93,13.0,21.46,31.645533650106145
V615,Tilia spp.,train,120,512.0,0.1262905134936018,-7.527464662935517,-9.388668497609604,-16.10324194693859,-20.70223109092068,-5.481724503673195,6.070973475965611,-31.737251380401343,42.11,11.5,17.84,37.061300570811056
V616,Tilia spp.,not assigned,120,512.0,0.1346127208244955,-6.406034488101,-8.563857975622698,-14.306103651368751,-21.838317041828503,-8.789673140565569,5.985147966158049,-32.70228363170939,42.28,12.0,18.72,39.18520256423334
V617,Tilia spp.,not assigned,120,512.0,0.052648068225294,-7.639684066991345,-8.356778159841632,-15.313625299375635,-21.340335456317423,-7.116505079178169,6.086050696044698,-31.56772132262468,41.67,11.83,18.23,34.815644471989884
V618,Tilia spp.,test,120,512.0,0.1366256973205275,-7.421226766463266,-9.626858125189605,-16.219332406512844,-21.64138344169001,-6.471720972057124,6.087264469128029,-31.55407351355473,41.38,11.78,16.74,37.158640986989816
V619,Tilia spp.,val,120,512.0,0.2047844532100735,-7.811471602924656,-9.151990227018231,-16.07718474320566,-22.02732361297787,-7.090013426701024,6.051167357626007,-31.95995373327752,40.5,11.42,17.26,36.84296676436358
V625,Tilia spp.,train,180,0.03125,0.0232598987656688,-0.2485932031862398,0.0,-0.2253884780882411,-1.078028068411787,-0.854565682910514,7.285677354941643,-18.07897633339932,63.86,8.83,20.62,14.08135646874974
V626,Tilia spp.,val,180,0.03125,0.0532667536594848,-0.2821836222574576,-0.2989382537882684,-0.5273242649190002,-0.8665199821173544,-0.3409938605670055,7.788590351804133,-12.424162716067087,64.23,8.73,20.62,14.718444211260916
V627,Tilia spp.,not assigned,180,0.03125,0.0347249132168628,-0.2872272313772731,-0.3821399839098802,-0.6337790601165694,-0.9073979726287268,-0.2753641125968717,7.788828905495117,-12.421480389961662,66.02,8.08,20.55,13.993187628271126
V628,Tilia spp.,test,180,0.03125,0.0233144617754122,-0.3052425110917549,-0.2606995437758083,-0.5419693285317001,-0.8420126687312669,-0.3016783442964868,7.962558188452866,-10.468047646867404,65.23,8.52,20.2,14.133442609640435
V629,Tilia spp.,not assigned,180,0.03125,0.0465657749802556,-0.2393592869179388,-0.2849292764831634,-0.4772865618286753,-0.9279707231771792,-0.4528455322196317,7.863599350386448,-11.58075260487104,65.21,8.6,20.02,13.496284673938982
V630,Tilia spp.,train,180,0.0625,0.0548077339208082,-0.3064478718336531,-0.3018716039444492,-0.5529413150926321,-1.1365929657165534,-0.5868968457611187,7.700190249120206,-13.418143996227396,59.01,10.04,23.15,17.032151948594162
V631,Tilia spp.,not assigned,180,0.0625,0.0348738452582912,-0.304873242007854,-0.4193751310547194,-0.6883476517634928,-1.1806897248424657,-0.4957545881449772,7.649253731343286,-13.99088026699665,59.49,10.04,23.02,17.87227181977714
V632,Tilia spp.,test,180,0.0625,0.0199345531275454,-0.1649483850640823,-0.4009707713411444,-0.5454443507164621,-1.2282967843683537,-0.6865974406038418,7.314003036685113,-17.760478995206665,60.64,8.96,20.26,18.26512797655685
V633,Tilia spp.,val,180,0.0625,0.0582607388803182,-0.3056161078978774,-0.442211055276369,-0.6886363608147769,-1.1266104033399635,-0.441011004658464,7.685720887455215,-13.58083922161977,60.84,9.07,20.6,18.575448850566158
V634,Tilia spp.,not assigned,180,0.0625,0.0666443733670624,-0.2903049857976734,-0.533306500301862,-0.755964991525587,-1.0518211063370273,-0.2981097199304147,7.666404307461136,-13.798037147050746,61.36,9.16,20.59,18.103118515880077
V635,Tilia spp.,train,180,0.125,0.0450060008001066,-0.5608659814673979,-0.4821697639377202,-0.9957935710499202,-1.577501225204675,-0.5875585241645449,6.938872132271612,-21.97849555034382,56.05,10.2,22.2,22.5046661828164
V636,Tilia spp.,not assigned,180,0.125,0.0582778322413211,-0.5962745296561395,-0.5115859163406754,-1.0471777213331634,-1.535411599383765,-0.4934006598373249,6.940480137135824,-21.960414952189453,57.07,9.74,21.88,21.90850291553488
V637,Tilia spp.,test,180,0.125,0.0666122666673766,-0.4538863947696337,-1.0846426761277177,-1.468051141300081,-1.6541394261481914,-0.1888608588418149,7.300937954926565,-17.90738433012685,56.94,9.89,21.67,22.777486691906994
V638,Tilia spp.,val,180,0.125,0.0648209064327889,-0.5500128486318708,-0.682868045792324,-1.1651114835097862,-1.7569433460579975,-0.5988086509041466,7.323589433423693,-17.652688408849457,58.47,9.99,22.7,21.646202900277917
V639,Tilia spp.,not assigned,180,0.125,0.0798884897793959,-0.4785152315690633,-0.6655238479378918,-1.0618722817106747,-1.6952958347367135,-0.6402218918368981,7.380759013924824,-17.009866838653757,56.08,10.38,22.71,22.838822211313786
V640,Tilia spp.,train,180,0.25,0.0735251911017403,-0.8527576770103044,-0.4803270311701644,-1.2564234321626506,-2.7143117872013587,-1.476438676532179,6.9971379707514565,-21.32334752490674,49.26,10.74,21.12,29.029965552855906
V641,Tilia spp.,not assigned,180,0.25,0.0418872035019387,-0.8244048481913179,-1.4649424126086037,-2.236410664844109,-2.665123771923861,-0.4385202200483961,6.990470507058537,-21.398317280548397,50.78,11.33,21.67,28.56899193181306
V642,Tilia spp.,test,180,0.25,0.0614224346232143,-0.8342866601889573,-1.4573991031390203,-2.219525909039473,-2.504938959525867,-0.291891661540596,7.073580477835797,-20.46381887342959,47.89,11.96,21.84,28.98128189021321
V643,Tilia spp.,val,180,0.25,0.0399208256316191,-0.7648771544143228,-1.307394623993306,-2.023155568425781,-2.8327454478597693,-0.8263073628579535,6.702454202699467,-24.636806900152905,50.56,10.55,20.49,28.014521234531212
V644,Tilia spp.,not assigned,180,0.25,0.0699277452114589,-0.8332259071239996,-1.258785272212307,-2.013052304199142,-2.6474478433758724,-0.6474286158460497,6.987646389846248,-21.43007199074404,50.15,11.29,21.4,30.179352213061176
V645,Tilia spp.,train,180,0.5,0.1047840016657811,-1.48385960538576,-2.07590689872091,-3.4279100436149963,-4.512704147635217,-1.1232998110635672,6.498158540862844,-26.933931646824583,43.45,10.38,17.52,34.93798505924462
V646,Tilia spp.,val,180,0.5,0.1113990349570712,-1.389680603808941,-2.037317196167405,-3.291066178154877,-4.331158814700258,-1.075487646737407,6.465127598915245,-27.305335490996185,44.38,10.82,18.32,36.15451562391619
V647,Tilia spp.,not assigned,180,0.5,0.0466751134526007,-1.7093796770209604,-1.5643802647412637,-3.2019231411945577,-4.358258158285777,-1.194584701076131,6.153774317744802,-30.806228856544067,44.91,10.17,18.06,34.3618305682337
V648,Tilia spp.,test,180,0.5,0.1081032131595944,-1.430357262509788,-1.804511278195486,-3.104418226199166,-4.554580319682895,-1.4966235476753424,6.466387102283716,-27.29117348515514,43.27,10.72,18.1,35.955412666245394
V649,Tilia spp.,not assigned,180,0.5,0.0931515217560354,-1.4669101738635568,-2.0736394901881274,-3.4202072350302224,-4.548663252602269,-1.168418346390718,6.4749201055995576,-27.195227379868157,43.83,10.38,17.93,36.97660206130359
V650,Tilia spp.,train,180,1.0,0.1245940919796225,-2.5310321759915126,-3.1111111111111125,-5.445720704060855,-7.804295139356405,-2.4944132120277853,6.139213932346347,-30.96994756363349,41.57,9.0,14.91,38.365324187343965
V651,Tilia spp.,not assigned,180,1.0,0.1079285965695703,-2.121290750456286,-3.451581975071925,-5.397616159543517,-8.331644130225198,-3.1014313292885007,5.969376473062832,-32.8796201779448,39.9,9.02,13.7,40.0922037309001
V652,Tilia spp.,test,180,1.0,0.1032597623089983,-2.710162583627696,-3.8099506947557136,-6.320154550841786,-7.886555332218732,-1.672078742088742,6.181840429491334,-30.490650154303346,40.57,9.28,14.23,39.59165947519755
V653,Tilia spp.,val,180,1.0,0.0770452511317726,-2.262250878792424,-2.9929221435793845,-5.114379138361299,-8.669061571993558,-3.7462814716843735,5.972268159267268,-32.84710571395618,42.26,9.49,17.56,35.62425858877628
V654,Tilia spp.,not assigned,180,1.0,0.1264811749762505,-2.467024498320645,-3.230482501553128,-5.498430864385188,-7.755524774651514,-2.3884195055293347,6.157005933363762,-30.76989218574398,43.89,10.24,19.09,35.428132888990916
V655,Tilia spp.,train,180,2.0,0.1514100464073195,-4.650242241420189,-6.22188905547226,-10.447413697848868,-13.61839155423307,-3.5409115329012466,5.990205947737078,-32.6454110845934,35.75,8.16,11.76,43.5654783056493
V656,Tilia spp.,test,180,2.0,0.1046852243807905,-4.473635329265996,-6.11680327868852,-10.222908592799213,-13.511141471175716,-3.66266363371263,5.96809749708819,-32.894001136088185,32.32,7.48,9.92,47.330397209404445
V657,Tilia spp.,val,180,2.0,0.1248327257765002,-4.420419869694724,-6.070157600406724,-10.110180035123976,-13.38564412306567,-3.6438654446316185,5.91401172192867,-33.50214803184171,36.14,8.3,11.49,43.23731027712061
V658,Tilia spp.,not assigned,180,2.0,0.0635797322773437,-4.245525271123211,-6.021637068789548,-9.954296971779543,-13.21545436264922,-3.621669087138594,5.953816582848425,-33.05457743619334,37.46,8.28,13.44,42.50455387367334
V659,Tilia spp.,not assigned,180,2.0,0.0564706816975629,-3.7587720816519967,-5.042457280637382,-8.5600624061196,-12.941865794708711,-4.792001726915386,5.839059497834371,-34.344919763934506,37.6,8.33,12.9,42.160904876437364
V620,Tilia spp.,train,180,4.0,0.0696524021750028,-7.585780142899884,-9.594281687304935,-16.39407418719161,-21.498697478247,-6.105575940256338,6.3327501552006265,-28.793803229979154,66.19,8.65,21.54,12.74320995667889
V621,Tilia spp.,val,180,4.0,0.0581989266461776,-8.642442985632023,-7.056592474298822,-15.039751606773647,-22.11752508157229,-8.33068830265204,6.306633851661254,-29.08745805657972,67.41,8.29,19.62,11.451519549823947
V622,Tilia spp.,test,180,4.0,0.1511821165831087,-7.156552591896739,-8.730402705195207,-15.134065294360962,-19.924480064587208,-5.644685098728949,6.173267378724393,-30.587046557898844,67.34,8.36,20.4,10.687806135966344
V623,Tilia spp.,not assigned,180,4.0,0.0830959589354993,-7.230397026321558,-8.887016952721906,-15.40466550921365,-20.136796573693296,-5.593844025754194,6.161587594648963,-30.71837544072607,68.8,8.27,19.5,10.469584518976864
V624,Tilia spp.,not assigned,180,4.0,0.1462420594355612,-6.69607651227818,-8.534821244058694,-14.534563731250431,-19.14463772086016,-5.394079982360521,6.072396561216284,-31.72125004039953,67.78,8.43,20.15,10.478487486273957
W500,Acer spp.,val,160,0.125,0.0169358969758013,-0.1839309232427758,-0.4755505013956308,-0.6417772939815171,-0.8056486898118081,-0.1649298783404652,9.110983311269772,-7.726477573978578,76.37,4.77,17.7,10.080977135178909
W501,Acer spp.,not assigned,160,0.125,-0.0101345077063353,-0.1209906215203802,-0.6655062967134178,-0.795743517253012,-0.6985155251543237,0.0980078834778574,9.141972832005496,-7.412624267602472,76.39,4.67,17.44,9.67785100112623
W502,Acer spp.,test,160,0.125,0.0186317785450582,-0.2185737038359606,-0.6033953773777976,-0.8021996956017001,-0.8088406962567234,-0.0066947055626749,9.045118366407584,-8.393539542944335,77.35,5.06,19.1,10.707772877680974
W503,Acer spp.,not assigned,160,0.125,0.0086362721053149,-0.1703813552468145,-0.2478314745972649,-0.4092301922260586,-0.6221605042889681,-0.2138052677711946,9.188933449962317,-6.937020099958072,75.94,4.54,16.86,9.732214547573431
W652,Acer spp.,train,160,0.125,-0.0032779238320847,-0.0936308239387915,-1.6279344107585427,-1.723388768114473,-0.8821672178909166,0.8559732978975956,9.162587677246805,-7.203842809038072,73.77,5.24,17.85,10.405287117614773
W504,Acer spp.,not assigned,160,0.25,0.0118673383226137,-0.1362881736263531,-0.5937148121609155,-0.717404646498955,-1.044128432890553,-0.3290846549974633,8.775207683518115,-11.127120387046787,73.09,5.27,18.76,13.204014541040165
